time,open,high,low,close,tick_volume,spread,real_volume
2025-03-12 10:30:00,2920.05,2920.21,2915.38,2915.38,1119,5,0
2025-03-12 10:45:00,2915.35,2916.23,2913.75,2914.74,1377,9,0
2025-03-12 11:00:00,2914.57,2917.04,2914.2,2915.28,1260,5,0
2025-03-12 11:15:00,2915.31,2915.58,2913.12,2913.41,1076,15,0
2025-03-12 11:30:00,2913.41,2914.8,2912.83,2914.24,931,13,0
2025-03-12 11:45:00,2914.24,2915.34,2913.35,2914.41,974,9,0
2025-03-12 12:00:00,2914.41,2915.93,2913.95,2914.77,868,14,0
2025-03-12 12:15:00,2914.77,2915.85,2913.09,2913.43,795,20,0
2025-03-12 12:30:00,2913.43,2916.4,2912.8,2915.27,1264,3,0
2025-03-12 12:45:00,2915.27,2916.83,2914.82,2915.41,1124,3,0
2025-03-12 13:00:00,2915.5,2915.67,2912.17,2913.76,1321,7,0
2025-03-12 13:15:00,2913.81,2915.33,2912.61,2914.69,1119,16,0
2025-03-12 13:30:00,2915.16,2923.27,2915.16,2919.03,2409,1,0
2025-03-12 13:45:00,2918.99,2919.59,2916.73,2917.63,1885,1,0
2025-03-12 14:00:00,2917.63,2918.85,2915.04,2916.85,2103,2,0
2025-03-12 14:15:00,2916.85,2916.85,2906.23,2910.96,2413,1,0
2025-03-12 14:30:00,2911.02,2913.19,2910.02,2912.09,2309,12,0
2025-03-12 14:45:00,2912.11,2917.7,2911.88,2915.6,2294,1,0
2025-03-12 15:00:00,2915.52,2918.21,2914.3,2916.05,2312,4,0
2025-03-12 15:15:00,2916.13,2918.12,2915.54,2916.3,1842,6,0
2025-03-12 15:30:00,2916.36,2919.4,2916.36,2919.39,1930,1,0
2025-03-12 15:45:00,2919.37,2922.57,2918.12,2922.02,2052,15,0
2025-03-12 16:00:00,2921.99,2928.05,2921.51,2928.05,2438,1,0
2025-03-12 16:15:00,2928.04,2928.13,2923.15,2924.06,1926,1,0
2025-03-12 16:30:00,2924.09,2927.56,2923.61,2927.25,1663,11,0
2025-03-12 16:45:00,2927.23,2929.32,2926.44,2928.46,1852,1,0
2025-03-12 17:00:00,2928.75,2936.46,2928.0,2933.79,2194,1,0
2025-03-12 17:15:00,2933.77,2938.09,2932.55,2937.69,2002,1,0
2025-03-12 17:30:00,2937.8,2939.2,2934.66,2935.51,1786,1,0
2025-03-12 17:45:00,2935.51,2936.61,2933.93,2936.3,1549,1,0
2025-03-12 18:00:00,2936.32,2939.27,2936.24,2938.06,1679,1,0
2025-03-12 18:15:00,2938.07,2939.78,2936.93,2937.92,1693,1,0
2025-03-12 18:30:00,2937.5,2939.95,2937.5,2939.66,1392,1,0
2025-03-12 18:45:00,2939.62,2940.71,2935.98,2936.21,1556,1,0
2025-03-12 19:00:00,2936.22,2937.44,2935.11,2935.31,1413,13,0
2025-03-12 19:15:00,2935.32,2935.86,2933.87,2935.58,1272,6,0
2025-03-12 19:30:00,2935.65,2937.31,2934.47,2934.97,1242,20,0
2025-03-12 19:45:00,2934.97,2935.79,2934.27,2935.27,1145,19,0
2025-03-12 20:00:00,2935.27,2935.73,2934.26,2934.64,1167,11,0
2025-03-12 20:15:00,2934.64,2935.45,2932.46,2934.72,1426,9,0
2025-03-12 20:30:00,2934.52,2934.82,2932.81,2933.19,1284,8,0
2025-03-12 20:45:00,2933.2,2933.88,2930.95,2931.38,1565,1,0
2025-03-12 21:00:00,2931.34,2933.45,2931.3,2932.18,459,16,0
2025-03-12 21:15:00,2932.16,2932.77,2930.97,2932.12,381,14,0
2025-03-12 21:30:00,2932.16,2934.32,2932.16,2933.55,333,1,0
2025-03-12 21:45:00,2933.55,2934.07,2932.12,2933.41,348,10,0
2025-03-12 23:00:00,2935.06,2935.8,2934.82,2935.35,306,18,0
2025-03-12 23:15:00,2935.26,2935.6,2934.61,2934.75,224,4,0
2025-03-12 23:30:00,2934.82,2935.0,2934.19,2934.92,407,1,0
2025-03-12 23:45:00,2934.95,2939.08,2934.95,2938.21,600,1,0
2025-03-13 00:00:00,2938.61,2939.24,2936.69,2936.69,316,17,0
2025-03-13 00:15:00,2936.69,2936.86,2934.79,2935.33,414,18,0
2025-03-13 00:30:00,2935.4,2938.92,2935.17,2938.34,516,22,0
2025-03-13 00:45:00,2938.34,2938.34,2937.37,2938.18,263,23,0
2025-03-13 01:00:00,2938.18,2938.75,2937.66,2938.14,443,12,0
2025-03-13 01:15:00,2938.16,2939.42,2937.62,2938.75,288,13,0
