time,open,high,low,close,tick_volume,spread,real_volume
2025-03-11 23:30:00,19435.2,19465.6,19425.2,19458.5,1500,11,1926
2025-03-11 23:45:00,19458.3,19478.6,19458.3,19468.2,1576,11,2618
2025-03-12 00:00:00,19468.2,19475.5,19453.1,19463.8,1572,11,2646
2025-03-12 00:15:00,19463.8,19464.6,19433.9,19446.8,1657,11,2984
2025-03-12 00:30:00,19446.7,19450.8,19424.1,19448.1,1628,11,2188
2025-03-12 00:45:00,19446.7,19477.7,19445.7,19477.7,1767,11,2542
2025-03-12 01:00:00,19477.7,19488.6,19457.0,19479.3,2246,11,3418
2025-03-12 01:15:00,19479.0,19499.4,19466.2,19488.5,2062,11,3128
2025-03-12 01:30:00,19488.6,19494.2,19442.2,19451.0,2265,11,3976
2025-03-12 01:45:00,19450.7,19467.1,19443.5,19466.7,1860,11,2340
2025-03-12 02:00:00,19466.9,19478.4,19454.1,19457.6,1984,11,2754
2025-03-12 02:15:00,19458.3,19469.4,19447.6,19449.2,1809,11,2084
2025-03-12 02:30:00,19448.7,19477.2,19443.5,19470.7,2186,11,3110
2025-03-12 02:45:00,19471.5,19482.9,19469.6,19472.2,1737,11,1790
2025-03-12 03:00:00,19472.0,19489.6,19466.5,19489.0,1584,11,1650
2025-03-12 03:15:00,19481.9,19492.0,19478.5,19482.4,1434,11,1218
2025-03-12 03:30:00,19484.1,19484.1,19457.0,19465.7,1558,11,1682
2025-03-12 03:45:00,19465.7,19469.1,19449.6,19454.5,1430,11,1820
2025-03-12 04:00:00,19455.2,19468.8,19454.9,19462.1,1196,11,1182
2025-03-12 04:15:00,19463.2,19463.5,19435.7,19453.2,1656,11,2174
2025-03-12 04:30:00,19454.5,19460.1,19437.1,19457.5,1332,11,1274
2025-03-12 04:45:00,19457.4,19461.1,19447.5,19450.6,1004,11,768
2025-03-12 05:00:00,19450.4,19455.7,19444.6,19453.5,615,11,714
2025-03-12 05:15:00,19453.4,19473.0,19450.9,19468.4,1154,11,1604
2025-03-12 05:30:00,19468.2,19471.7,19457.4,19460.1,1042,11,1050
2025-03-12 05:45:00,19460.2,19461.7,19451.2,19454.4,992,11,1030
2025-03-12 06:00:00,19454.2,19460.7,19448.0,19458.0,1271,11,940
2025-03-12 06:15:00,19457.7,19459.6,19448.4,19454.4,1100,11,850
2025-03-12 06:30:00,19456.7,19475.4,19456.6,19473.9,1144,11,1104
2025-03-12 06:45:00,19472.9,19483.5,19469.1,19479.6,941,11,908
2025-03-12 07:00:00,19480.4,19480.6,19457.4,19458.9,1262,11,1104
2025-03-12 07:15:00,19458.6,19463.6,19450.1,19454.0,1339,11,1230
2025-03-12 07:30:00,19454.4,19466.0,19448.7,19456.6,1218,11,1072
2025-03-12 07:45:00,19456.6,19459.2,19397.6,19412.9,2130,11,3990
2025-03-12 08:00:00,19414.0,19431.5,19388.5,19393.6,2786,11,5410
2025-03-12 08:15:00,19393.6,19425.7,19386.7,19416.0,2194,11,3496
2025-03-12 08:30:00,19413.7,19450.6,19399.7,19446.6,2386,11,4504
2025-03-12 08:45:00,19446.5,19481.6,19445.5,19474.6,2360,11,4272
2025-03-12 09:00:00,19474.5,19503.6,19452.0,19464.4,3644,11,8842
2025-03-12 09:15:00,19464.5,19474.5,19442.0,19453.8,3008,11,5390
2025-03-12 09:30:00,19455.4,19519.7,19452.7,19515.7,3074,11,5708
2025-03-12 09:45:00,19515.5,19555.4,19509.0,19546.6,3205,11,5954
2025-03-12 10:00:00,19546.6,19558.9,19530.0,19535.0,2807,11,4602
2025-03-12 10:15:00,19532.6,19545.1,19527.6,19541.4,2390,11,2908
2025-03-12 10:30:00,19541.2,19562.4,19527.9,19528.1,2650,11,4592
2025-03-12 10:45:00,19527.9,19562.5,19524.0,19559.9,2459,11,3666
2025-03-12 11:00:00,19559.1,19566.7,19529.2,19535.4,2461,11,4262
2025-03-12 11:15:00,19535.1,19538.5,19524.7,19529.3,2080,11,2808
2025-03-12 11:30:00,19530.2,19553.4,19524.8,19544.5,2189,11,2990
2025-03-12 11:45:00,19544.6,19560.8,19543.2,19550.7,2058,11,2778
2025-03-12 12:00:00,19548.0,19582.6,19547.2,19577.6,2801,11,5152
2025-03-12 12:15:00,19574.4,19599.7,19572.9,19586.7,2755,11,4976
2025-03-12 12:30:00,19587.0,19607.9,19578.7,19586.1,2889,11,5470
2025-03-12 12:45:00,19586.6,19592.9,19572.7,19582.2,2905,11,5600
2025-03-12 13:00:00,19582.6,19582.6,19565.4,19577.0,2996,11,5634
2025-03-12 13:15:00,19577.1,19605.1,19574.6,19595.8,3330,11,7874
2025-03-12 13:30:00,19596.7,19787.3,19596.7,19655.9,6051,11,49580
2025-03-12 13:45:00,19656.5,19734.7,19643.6,19722.2,5397,11,22076
2025-03-12 14:00:00,19722.6,19734.0,19671.7,19679.3,4836,11,16440
2025-03-12 14:15:00,19678.4,19708.5,19666.2,19694.7,5006,11,18484
2025-03-12 14:30:00,19697.1,19773.5,19668.6,19685.6,6852,11,78320
2025-03-12 14:45:00,19688.6,19733.6,19590.6,19644.5,6771,11,76132
2025-03-12 15:00:00,19643.9,19724.1,19582.4,19642.1,6673,11,60301
2025-03-12 15:15:00,19640.1,19661.6,19587.9,19630.2,6543,11,45895
2025-03-12 15:30:00,19631.1,19643.3,19501.2,19521.9,6480,11,52798
2025-03-12 15:45:00,19519.6,19569.0,19471.7,19475.1,6371,11,46816
2025-03-12 16:00:00,19476.0,19487.9,19395.7,19435.7,6439,11,51032
2025-03-12 16:15:00,19437.2,19542.5,19414.4,19523.9,6278,11,43017
2025-03-12 16:30:00,19526.4,19591.0,19510.6,19577.7,6041,11,33819
2025-03-12 16:45:00,19579.2,19637.5,19563.0,19633.0,6177,11,39578
2025-03-12 17:00:00,19633.3,19690.1,19587.6,19684.0,6103,11,38572
2025-03-12 17:15:00,19684.3,19702.2,19654.5,19679.6,6009,11,36762
2025-03-12 17:30:00,19683.7,19727.5,19609.5,19619.5,6031,11,39606
2025-03-12 17:45:00,19622.4,19714.7,19612.6,19626.9,6112,11,37316
2025-03-12 18:00:00,19631.7,19674.2,19602.6,19673.4,5788,11,31036
2025-03-12 18:15:00,19669.4,19704.6,19645.4,19701.4,5606,11,25270
2025-03-12 18:30:00,19701.4,19719.5,19657.0,19658.5,5497,11,23980
2025-03-12 18:45:00,19657.5,19683.6,19536.0,19539.2,5962,11,36872
2025-03-12 19:00:00,19541.6,19608.5,19532.2,19602.8,5786,11,30416
2025-03-12 19:15:00,19602.7,19640.6,19591.2,19639.5,5557,11,25114
2025-03-12 19:30:00,19642.8,19678.6,19621.7,19676.0,5401,11,21164
2025-03-12 19:45:00,19676.5,19706.2,19638.5,19678.6,5686,11,27220
2025-03-12 20:00:00,19675.5,19677.5,19628.5,19645.8,5552,11,23544
2025-03-12 20:15:00,19644.6,19657.4,19593.7,19619.5,5747,11,30756
2025-03-12 20:30:00,19618.1,19646.2,19563.2,19593.0,5813,11,28464
2025-03-12 20:45:00,19593.1,19647.2,19554.9,19609.7,6261,11,64995
2025-03-12 21:00:00,19605.8,19609.3,19563.8,19571.4,4549,11,20233
2025-03-12 21:15:00,19569.5,19586.7,19569.5,19585.5,2223,11,3510
2025-03-12 21:30:00,19586.6,19594.7,19567.5,19575.1,1700,11,2358
2025-03-12 21:45:00,19574.9,19580.6,19562.7,19570.9,1538,11,2126
2025-03-12 23:00:00,19581.7,19606.7,19568.7,19605.5,1979,11,3438
2025-03-12 23:15:00,19606.0,19637.1,19605.9,19620.1,1848,11,3302
2025-03-12 23:30:00,19620.4,19628.1,19607.4,19623.6,1424,11,1716
2025-03-12 23:45:00,19623.9,19634.1,19604.6,19627.1,1456,11,2004
2025-03-13 00:00:00,19627.1,19659.2,19626.1,19650.5,1838,11,2830
2025-03-13 00:15:00,19650.5,19654.8,19639.0,19650.3,1394,11,1484
2025-03-13 00:30:00,19650.3,19675.5,19647.2,19662.1,1708,11,2594
2025-03-13 00:45:00,19661.2,19687.1,19659.0,19684.5,1679,11,2256
2025-03-13 01:00:00,19685.7,19693.3,19679.1,19687.9,1977,11,2432
2025-03-13 01:15:00,19686.6,19686.6,19672.7,19676.6,1290,11,1502
