time,open,high,low,close,tick_volume,spread,real_volume
2025-03-12 17:05:00,1.2965499999999999,1.29775,1.29653,1.29773,498,1,0
2025-03-12 17:10:00,1.29772,1.29818,1.2972299999999999,1.29807,547,1,0
2025-03-12 17:15:00,1.2980800000000001,1.29824,1.2978,1.2981,547,1,0
2025-03-12 17:20:00,1.2981,1.29827,1.2978100000000001,1.2978100000000001,436,1,0
2025-03-12 17:25:00,1.2978,1.2978,1.29743,1.29767,465,1,0
2025-03-12 17:30:00,1.29767,1.29788,1.29756,1.29767,483,1,0
2025-03-12 17:35:00,1.29767,1.29809,1.29765,1.29785,425,1,0
2025-03-12 17:40:00,1.29785,1.29798,1.29748,1.29756,461,1,0
2025-03-12 17:45:00,1.29758,1.29767,1.29739,1.29755,371,1,0
2025-03-12 17:50:00,1.29756,1.29779,1.29731,1.29752,340,1,0
2025-03-12 17:55:00,1.2975400000000001,1.29766,1.2972299999999999,1.29729,377,1,0
2025-03-12 18:00:00,1.29729,1.2974,1.29695,1.29714,434,1,0
2025-03-12 18:05:00,1.29715,1.29725,1.29687,1.29724,425,1,0
2025-03-12 18:10:00,1.29724,1.29762,1.29703,1.2975400000000001,410,1,0
2025-03-12 18:15:00,1.29755,1.29766,1.29737,1.29752,390,1,0
2025-03-12 18:20:00,1.29752,1.29771,1.29743,1.2974700000000001,397,1,0
2025-03-12 18:25:00,1.2974700000000001,1.29788,1.29744,1.29788,279,1,0
2025-03-12 18:30:00,1.29787,1.29806,1.29764,1.29772,433,1,0
2025-03-12 18:35:00,1.29771,1.29773,1.29711,1.29714,388,1,0
2025-03-12 18:40:00,1.2971300000000001,1.29729,1.29701,1.29705,370,1,0
2025-03-12 18:45:00,1.29704,1.29718,1.29673,1.29676,378,1,0
2025-03-12 18:50:00,1.29675,1.29695,1.2966199999999999,1.29664,340,1,0
2025-03-12 18:55:00,1.29664,1.2968,1.29657,1.29672,404,1,0
2025-03-12 19:00:00,1.29672,1.29696,1.29667,1.29675,285,1,0
2025-03-12 19:05:00,1.29675,1.2968600000000001,1.29658,1.29675,342,1,0
2025-03-12 19:10:00,1.29676,1.2973,1.29676,1.29726,367,1,0
2025-03-12 19:15:00,1.29727,1.29729,1.29677,1.29699,366,1,0
2025-03-12 19:20:00,1.29699,1.29705,1.29664,1.29685,334,1,0
2025-03-12 19:25:00,1.29685,1.29717,1.29677,1.29694,373,1,0
2025-03-12 19:30:00,1.29695,1.297,1.29681,1.29698,331,1,0
2025-03-12 19:35:00,1.297,1.29711,1.2966,1.29675,394,1,0
2025-03-12 19:40:00,1.29675,1.29676,1.29644,1.29663,438,1,0
2025-03-12 19:45:00,1.29663,1.29677,1.29649,1.2966199999999999,288,1,0
2025-03-12 19:50:00,1.29664,1.29677,1.29641,1.29654,360,1,0
2025-03-12 19:55:00,1.29646,1.29676,1.29641,1.29676,490,1,0
2025-03-12 20:00:00,1.29676,1.29676,1.29631,1.2965200000000001,346,1,0
2025-03-12 20:05:00,1.29653,1.29678,1.29644,1.29676,357,1,0
2025-03-12 20:10:00,1.29675,1.29714,1.29674,1.2969300000000001,453,1,0
2025-03-12 20:15:00,1.2969300000000001,1.29703,1.29669,1.2969300000000001,379,1,0
2025-03-12 20:20:00,1.29692,1.29694,1.29669,1.29684,385,1,0
2025-03-12 20:25:00,1.29683,1.29718,1.29675,1.29701,426,1,0
2025-03-12 20:30:00,1.29701,1.29715,1.29675,1.29677,291,1,0
2025-03-12 20:35:00,1.29673,1.29673,1.29648,1.29664,417,1,0
2025-03-12 20:40:00,1.29664,1.29685,1.29651,1.29683,299,1,0
2025-03-12 20:45:00,1.29683,1.29726,1.29678,1.29724,349,1,0
2025-03-12 20:50:00,1.29709,1.2971599999999999,1.29684,1.29696,323,1,0
2025-03-12 20:55:00,1.29702,1.29704,1.29664,1.29673,327,1,0
2025-03-12 21:00:00,1.29673,1.2968899999999999,1.2967,1.29687,221,1,0
2025-03-12 21:05:00,1.29687,1.29704,1.29684,1.29704,173,1,0
2025-03-12 21:10:00,1.29704,1.29705,1.29673,1.29675,135,1,0
2025-03-12 21:15:00,1.29675,1.29696,1.29667,1.2969300000000001,244,1,0
2025-03-12 21:20:00,1.2969300000000001,1.2969300000000001,1.2968,1.29692,92,1,0
2025-03-12 21:25:00,1.29691,1.29706,1.29691,1.29696,88,1,0
2025-03-12 21:30:00,1.29696,1.29696,1.29663,1.29664,166,1,0
2025-03-12 21:35:00,1.29664,1.29675,1.29658,1.29658,157,1,0
2025-03-12 21:40:00,1.29658,1.29663,1.2962500000000001,1.29627,151,1,0
2025-03-12 21:45:00,1.29627,1.29633,1.29603,1.29605,135,1,0
2025-03-12 21:50:00,1.29605,1.29619,1.29604,1.29612,205,1,0
2025-03-12 21:55:00,1.29612,1.29644,1.29609,1.29637,203,1,0
2025-03-12 22:05:00,1.29616,1.29658,1.29608,1.29641,29,29,0
2025-03-12 22:10:00,1.29641,1.2965200000000001,1.2964,1.29647,26,59,0
2025-03-12 22:15:00,1.29646,1.29663,1.29632,1.29635,27,20,0
2025-03-12 22:20:00,1.29635,1.29636,1.29635,1.29635,9,20,0
2025-03-12 22:25:00,1.29635,1.29637,1.29634,1.29637,6,18,0
2025-03-12 22:30:00,1.29637,1.2967,1.29637,1.29661,43,9,0
2025-03-12 22:35:00,1.29661,1.29667,1.2962099999999999,1.2962799999999999,80,19,0
2025-03-12 22:40:00,1.2962799999999999,1.29669,1.29626,1.29643,74,22,0
2025-03-12 22:45:00,1.29644,1.29644,1.29616,1.29616,44,12,0
2025-03-12 22:50:00,1.29623,1.29648,1.29615,1.29639,79,16,0
2025-03-12 22:55:00,1.29642,1.29643,1.29627,1.29631,68,34,0
2025-03-12 23:00:00,1.29642,1.29667,1.29635,1.29667,108,1,0
2025-03-12 23:05:00,1.29667,1.29671,1.29649,1.29649,91,1,0
2025-03-12 23:10:00,1.2965200000000001,1.29658,1.29648,1.29653,80,1,0
2025-03-12 23:15:00,1.29653,1.2966199999999999,1.29653,1.2965900000000001,76,1,0
2025-03-12 23:20:00,1.29654,1.2966199999999999,1.29653,1.29654,82,2,0
2025-03-12 23:25:00,1.29653,1.29665,1.29651,1.2965900000000001,123,3,0
2025-03-12 23:30:00,1.2966,1.2966199999999999,1.2965499999999999,1.29656,124,1,0
2025-03-12 23:35:00,1.29656,1.29674,1.29656,1.29661,98,3,0
2025-03-12 23:40:00,1.29661,1.29664,1.29653,1.29661,61,1,0
2025-03-12 23:45:00,1.29661,1.29664,1.29653,1.2965499999999999,37,1,0
2025-03-12 23:50:00,1.29657,1.29667,1.29643,1.29663,46,1,0
2025-03-12 23:55:00,1.29663,1.29669,1.29657,1.2966,53,1,0
2025-03-13 00:00:00,1.29658,1.29676,1.29657,1.29666,161,2,0
2025-03-13 00:05:00,1.29665,1.2967,1.29651,1.2965200000000001,121,4,0
2025-03-13 00:10:00,1.2965200000000001,1.29658,1.29641,1.29641,100,4,0
2025-03-13 00:15:00,1.29641,1.29648,1.2962099999999999,1.29622,139,3,0
2025-03-13 00:20:00,1.29622,1.29631,1.2962099999999999,1.29623,116,4,0
2025-03-13 00:25:00,1.29623,1.2962799999999999,1.29612,1.2962099999999999,102,3,0
2025-03-13 00:30:00,1.29622,1.29638,1.2962099999999999,1.29633,142,4,0
2025-03-13 00:35:00,1.29634,1.29638,1.29627,1.29634,105,3,0
2025-03-13 00:40:00,1.29633,1.29637,1.29626,1.29626,72,3,0
2025-03-13 00:45:00,1.29626,1.29633,1.29615,1.29629,120,3,0
2025-03-13 00:50:00,1.29629,1.29639,1.2962799999999999,1.29633,139,3,0
2025-03-13 00:55:00,1.29634,1.29649,1.2963,1.29644,118,1,0
2025-03-13 01:00:00,1.29645,1.29658,1.29632,1.29646,253,1,0
2025-03-13 01:05:00,1.29645,1.29646,1.29639,1.29642,199,2,0
2025-03-13 01:10:00,1.29641,1.29647,1.29631,1.29638,133,1,0
2025-03-13 01:15:00,1.29636,1.29646,1.2962500000000001,1.29645,249,1,0
2025-03-13 01:20:00,1.29645,1.29665,1.29635,1.29635,206,2,0
2025-03-13 01:25:00,1.29635,1.29637,1.29632,1.29633,44,2,0
